original row-2	State Code	County Code	Site Num	Address	State	County	City	Date Local	NO2 Units	NO2 Mean	NO2 1st Max Value	NO2 1st Max Hour	NO2 AQI	O3 Units	O3 Mean	O3 1st Max Value	O3 1st Max Hour	O3 AQI	SO2 Units	SO2 Mean	SO2 1st Max Value	SO2 1st Max Hour	SO2 AQI	CO Units	CO Mean	CO 1st Max Value	CO 1st Max Hour	CO AQI
156472	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-21	Parts per billion	20.995833	39.4	18	37	Parts per million	0.011542	0.03	9	28	Parts per billion	0.6	1.7	19	1.0	Parts per million	0.551354	1.294	19	13.0
156476	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-22	Parts per billion	25.417391	48.1	22	45	Parts per million	0.012708	0.035	9	32	Parts per billion	2.0574535000000003	7.6	21	10.0	Parts per million	1.185225	5.077	21	34.0
156480	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-23	Parts per billion	32.421739	93.6	9	93	Parts per million	0.009958	0.024	9	22	Parts per billion	1.828882	6.7	9	9.0	Parts per million	1.7576485000000002	3.8	5	43.0
156484	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-24	Parts per billion	15.821739	25.4	6	24	Parts per million	0.011458	0.021	8	19	Parts per billion	0.7223605	2.2	19	3.0	Parts per million	0.382551	1.048	20	8.0
156488	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-25	Parts per billion	12.53913	19.5	19	18	Parts per million	0.017667	0.042	9	39	Parts per billion	0.7524845	2.9	23	3.0	Parts per million	0.501674	2.786	23	14.0
156492	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-26	Parts per billion	13.626087	18.5	20	17	Parts per million	0.019208	0.039	9	36	Parts per billion	1.4913045	4.5	0	6.0	Parts per million	0.8925000000000001	4.297	0	26.0
156496	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-27	Parts per billion	14.026087	23.6	19	22	Parts per million	0.019417	0.043	10	40	Parts per billion	0.7015525	1.7	19	1.0	Parts per million	0.4450834999999999	1.438	20	10.0
156500	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-28	Parts per billion	19.904348	43.4	18	41	Parts per million	0.017958	0.046	9	43	Parts per billion	0.7639755	1.9	8	1.0	Parts per million	0.7112645	1.953	7	14.0
156504	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-29	Parts per billion	27.878261	48.5	20	45	Parts per million	0.012583	0.035	9	32	Parts per billion	1.554348	4.6	18	6.0	Parts per million	0.756	1.742	19	16.0
156508	6	25	5	1029 ETHEL ST, CALEXICO HIGH SCHOOL	California	Imperial	Calexico	2014-01-30	Parts per billion	20.208696	36.1	18	34	Parts per million	0.017042	0.027	23	25	Parts per billion	1.8565215	6.9	12	9.0	Parts per million	0.501598	1.1	0	13.0
